'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','-','FP1-F3','F3-C3','C3-P3','P3-O1','-','FZ-CZ','CZ-PZ','-','FP2-F4','F4-C4','C4-P4','P4-O2','-','FP2-F8','F8-T8','T8-P8','P8-O2','-','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[17:56:45.371 10/08/2055]',-79.316,-80.098,8.596,-11.722,0.000,-134.017,-28.523,0.000,0.391,0.000,17.582,-10.159,0.000,-76.972,-21.099,17.192,-5.079,0.000,-50.794,-95.336,85.958,-23.834,0.000,-8.596,18.364,-21.490,-61.343,85.958
'[17:56:45.375 10/08/2055]',-56.264,-76.581,13.675,-10.549,0.000,-109.402,-25.397,0.781,4.689,0.000,16.020,-7.033,0.000,-88.694,-25.006,15.629,1.172,0.000,-52.747,-55.873,16.410,-3.516,0.000,-13.675,13.284,-10.940,-21.099,16.410
'[17:56:45.379 10/08/2055]',-67.595,-72.674,10.549,-3.126,0.000,-92.601,-47.668,-1.563,8.596,0.000,12.894,-8.987,0.000,-87.912,-40.635,15.238,14.066,0.000,-55.092,-14.066,-46.496,17.582,0.000,-10.549,11.331,3.907,7.814,-46.496
'[17:56:45.383 10/08/2055]',-52.747,-74.237,8.987,-1.563,0.000,-64.860,-57.045,-4.298,7.814,0.000,13.284,-12.112,0.000,-123.468,-42.979,5.079,22.271,0.000,-91.038,18.755,-104.322,37.900,0.000,-8.987,10.159,-2.344,52.747,-104.322
'[17:56:45.387 10/08/2055]',-35.946,-82.051,5.861,-1.563,0.000,-45.714,-61.343,-11.331,5.470,0.000,10.549,-21.880,0.000,-134.408,-43.761,-4.298,10.159,0.000,-92.601,3.126,-126.984,43.761,0.000,-5.861,16.410,1.563,41.026,-126.984
'[17:56:45.391 10/08/2055]',-58.217,-87.521,0.000,7.814,0.000,-67.595,-58.999,-17.582,6.642,0.000,8.596,-23.053,0.000,-128.156,-38.291,18.364,9.377,0.000,-89.866,-34.774,-10.159,-2.344,0.000,0.000,22.271,0.000,-3.516,-10.159
'[17:56:45.395 10/08/2055]',-76.972,-84.005,-7.033,4.689,0.000,-96.508,-50.403,-23.834,7.814,0.000,10.940,-27.350,0.000,-117.607,-36.337,24.615,2.735,0.000,-93.773,-53.529,33.211,-11.722,0.000,7.033,19.927,-25.006,-16.801,33.211
'[17:56:45.398 10/08/2055]',-72.283,-81.270,-16.801,3.126,0.000,-105.104,-39.463,-32.039,10.159,0.000,10.159,-37.900,0.000,-78.926,-29.695,14.066,-9.377,0.000,-58.608,-102.369,74.237,-17.192,0.000,16.801,18.364,-26.178,-67.595,74.237
'[17:56:45.402 10/08/2055]',-78.926,-80.098,-20.317,0.000,0.000,-105.885,-40.244,-41.416,8.205,0.000,6.252,-47.668,0.000,-60.562,-33.211,7.814,-5.079,0.000,-42.979,-96.899,62.125,-12.112,0.000,20.317,19.927,-25.397,-64.078,62.125
'[17:56:45.406 10/08/2055]',-50.403,-73.065,-34.774,-11.722,0.000,-71.502,-48.840,-50.794,0.391,0.000,0.391,-60.562,0.000,-57.827,-50.794,0.000,-10.159,0.000,-48.059,-31.258,-35.556,-2.735,0.000,34.774,10.159,-30.867,4.689,-35.556
'[17:56:45.410 10/08/2055]',-15.629,-76.190,-36.728,-10.940,0.000,-39.463,-42.589,-58.608,1.563,0.000,-1.954,-67.595,0.000,-58.217,-49.231,-12.112,0.781,0.000,-37.118,-19.927,-88.303,26.960,0.000,36.728,12.503,-30.867,26.960,-88.303
'[17:56:45.414 10/08/2055]',-45.324,-80.488,-34.383,-14.847,0.000,-63.687,-41.026,-63.687,-7.033,0.000,1.563,-66.813,0.000,-87.912,-28.523,-0.391,-10.549,0.000,-55.873,-23.053,-35.946,-11.722,0.000,34.383,21.490,-18.364,5.861,-35.946
'[17:56:45.418 10/08/2055]',-42.198,-70.720,-28.132,-12.503,0.000,-48.840,-39.853,-59.389,-5.470,0.000,8.205,-60.952,0.000,-93.382,-22.271,12.112,-2.735,0.000,-81.661,-19.927,21.490,-25.397,0.000,28.132,16.020,-40.244,16.020,21.490
'[17:56:45.422 10/08/2055]',-43.761,-68.376,-27.741,-12.894,0.000,-54.701,-35.165,-57.827,-4.689,0.000,9.768,-62.515,0.000,-42.979,-17.973,1.172,-7.424,0.000,-36.337,-73.065,58.608,-16.410,0.000,27.741,17.192,-28.913,-48.449,58.608
'[17:56:45.426 10/08/2055]',-46.496,-73.455,-16.410,-25.006,0.000,-67.204,-30.085,-50.403,-13.675,0.000,4.689,-59.389,0.000,-89.084,-12.894,3.907,-15.238,0.000,-68.376,-80.879,53.919,-17.582,0.000,16.410,23.834,-23.053,-62.125,53.919
'[17:56:45.430 10/08/2055]',-6.642,-75.018,-11.722,-26.569,0.000,-23.443,-37.509,-46.105,-12.503,0.000,-0.781,-59.389,0.000,-50.403,-31.648,0.391,-16.020,0.000,-32.039,-75.018,16.020,-5.470,0.000,11.722,21.880,-16.801,-45.714,16.020
'[17:56:45.434 10/08/2055]',-2.344,-70.330,-18.364,-27.741,0.000,-29.304,-30.085,-43.761,-15.238,0.000,-10.940,-56.654,0.000,20.317,-49.231,3.907,-14.457,0.000,26.569,-66.813,-1.954,1.954,0.000,18.364,19.145,-16.801,-41.026,-1.954
'[17:56:45.438 10/08/2055]',-4.689,-69.548,-14.457,-21.880,0.000,-28.913,-26.178,-38.681,-16.801,0.000,-4.689,-47.277,0.000,-33.211,-35.946,7.424,-8.987,0.000,-26.569,-44.542,0.781,0.000,0.000,14.457,24.225,-21.880,-20.317,0.781
'[17:56:45.441 10/08/2055]',-10.940,-60.562,-7.033,-24.615,0.000,-27.741,-22.271,-33.602,-19.536,0.000,2.344,-41.416,0.000,-59.780,-33.602,13.284,-5.079,0.000,-55.092,-26.960,2.344,-4.689,0.000,7.033,21.099,-21.490,-3.126,2.344
'[17:56:45.445 10/08/2055]',-10.159,-54.310,-10.159,-22.662,0.000,-33.211,-14.066,-28.913,-21.099,0.000,5.079,-37.900,0.000,-49.231,-23.443,12.112,-0.391,0.000,-36.728,-27.350,0.000,3.126,0.000,10.159,21.099,-32.821,0.000,0.000
'[17:56:45.449 10/08/2055]',-24.615,-57.045,-2.735,-32.821,0.000,-51.184,-13.675,-24.615,-27.350,0.000,3.516,-32.039,0.000,-128.547,-8.987,11.722,-7.033,0.000,-91.038,-44.542,0.391,2.735,0.000,2.735,24.615,-29.695,-19.145,0.391
'[17:56:45.453 10/08/2055]',-37.118,-61.734,-1.563,-32.821,0.000,-69.548,-14.847,-20.317,-27.741,0.000,2.735,-25.006,0.000,-103.932,-13.284,17.582,-14.457,0.000,-60.562,-58.217,9.768,-4.689,0.000,1.563,28.132,-37.118,-26.178,9.768
'[17:56:45.457 10/08/2055]',-8.987,-61.734,-4.298,-29.304,0.000,-40.244,-17.973,-14.847,-30.867,0.000,-8.596,-16.410,0.000,-26.569,-17.973,23.443,-14.066,0.000,9.377,-49.231,13.675,-9.377,0.000,4.298,25.788,-37.900,-17.973,13.675
'[17:56:45.461 10/08/2055]',8.596,-59.780,-5.470,-26.178,0.000,-18.755,-15.629,-12.112,-34.774,0.000,-8.205,-5.861,0.000,13.284,-25.006,22.662,-10.159,0.000,28.523,-11.722,-17.973,2.344,0.000,5.470,25.397,-37.509,3.907,-17.973
'[17:56:45.465 10/08/2055]',16.410,-57.436,1.954,-22.271,0.000,-1.172,-19.536,-5.470,-33.602,0.000,-10.940,1.172,0.000,6.252,-32.039,22.271,-5.079,0.000,0.000,35.165,-47.277,4.689,0.000,-1.954,19.145,-44.151,57.045,-47.277
'[17:56:45.469 10/08/2055]',33.993,-44.542,4.689,-25.006,0.000,15.629,-8.987,-1.172,-35.165,0.000,-13.675,6.252,0.000,-7.033,-31.258,15.238,0.000,0.000,-21.880,60.171,-81.270,19.536,0.000,-4.689,10.549,-40.635,80.879,-81.270
'[17:56:45.473 10/08/2055]',7.033,-48.840,2.735,-22.271,0.000,-21.490,-5.861,-1.172,-30.867,0.000,-16.410,8.205,0.000,-33.602,-35.946,12.112,2.735,0.000,-39.853,28.523,-81.661,38.291,0.000,-2.735,12.894,-33.211,44.933,-81.661
'[17:56:45.477 10/08/2055]',-8.205,-42.198,4.689,-22.271,0.000,-40.244,-4.689,4.298,-26.569,0.000,-17.582,15.629,0.000,-19.536,-30.085,25.788,-10.549,0.000,-37.900,-7.424,14.457,-2.344,0.000,-4.689,9.377,-46.496,10.940,14.457
'[17:56:45.480 10/08/2055]',-37.118,-36.728,4.298,-15.629,0.000,-69.548,-3.516,7.814,-19.536,0.000,-17.192,22.662,0.000,-18.755,-18.755,34.383,-17.192,0.000,-35.165,-51.966,79.707,-12.503,0.000,-4.298,9.377,-46.886,-38.681,79.707
'[17:56:45.484 10/08/2055]',-41.807,-40.635,5.470,-8.987,0.000,-78.144,-3.516,10.159,-14.457,0.000,-15.238,27.741,0.000,-11.331,-6.252,40.635,-19.145,0.000,-17.192,-55.482,96.508,-19.536,0.000,-5.470,13.675,-44.933,-46.886,96.508
'[17:56:45.488 10/08/2055]',-11.331,-41.026,7.814,-7.033,0.000,-42.979,-8.205,12.503,-12.503,0.000,-13.284,30.476,0.000,-5.079,-10.159,35.556,-19.145,0.000,-18.755,-34.383,67.595,-12.503,0.000,-7.814,14.847,-42.589,-26.960,67.595
'[17:56:45.492 10/08/2055]',-5.079,-35.165,12.503,-6.642,0.000,-41.807,0.000,15.238,-8.596,0.000,-12.894,30.085,0.000,-38.681,-4.689,26.960,-15.629,0.000,-50.403,-21.490,40.635,0.000,0.000,-12.503,10.159,-37.900,-10.940,40.635
'[17:56:45.496 10/08/2055]',4.298,-39.072,11.331,-3.126,0.000,-32.821,-1.954,16.410,-7.424,0.000,-10.549,28.913,0.000,-38.681,-8.596,23.834,-12.503,0.000,-48.449,10.940,-6.252,6.642,0.000,-11.331,12.112,-32.430,22.662,-6.252
'[17:56:45.500 10/08/2055]',20.708,-35.946,16.801,-3.907,0.000,-13.284,-0.781,17.582,-5.470,0.000,-10.940,23.443,0.000,-11.722,-21.099,13.675,-1.172,0.000,-21.880,51.184,-88.694,39.853,0.000,-16.801,10.159,-22.662,61.343,-88.694
'[17:56:45.504 10/08/2055]',21.490,-29.304,19.927,-0.391,0.000,-10.549,2.735,18.755,-0.391,0.000,-7.814,20.317,0.000,-1.172,-19.145,14.066,-3.126,0.000,-10.159,24.225,-56.264,31.648,0.000,-19.927,8.596,-17.973,35.165,-56.264
'[17:56:45.508 10/08/2055]',-15.238,-28.523,15.238,9.768,0.000,-44.542,2.735,15.629,5.861,0.000,-5.079,20.708,0.000,-40.635,-3.516,21.099,1.172,0.000,-42.979,44.151,-40.244,17.973,0.000,-15.238,10.549,-24.615,53.919,-40.244
'[17:56:45.512 10/08/2055]',-28.523,-30.867,10.940,12.112,0.000,-57.827,1.172,10.159,8.596,0.000,-6.252,14.457,0.000,-55.873,-8.205,14.066,4.298,0.000,-40.635,-11.722,-19.145,27.350,0.000,-10.940,14.847,-10.159,2.344,-19.145
'[17:56:45.516 10/08/2055]',-26.569,-34.383,2.735,16.801,0.000,-54.310,-2.344,5.079,10.159,0.000,-1.563,10.549,0.000,-50.012,-7.814,19.536,-10.159,0.000,-51.575,-86.349,98.071,-8.987,0.000,-2.735,19.536,-18.755,-69.939,98.071
'[17:56:45.520 10/08/2055]',-60.562,-32.039,-5.470,14.847,0.000,-81.270,-9.768,-0.781,8.987,0.000,-0.391,10.159,0.000,-45.324,-10.549,27.741,-17.192,0.000,-53.529,-81.661,114.872,-25.006,0.000,5.470,20.317,-34.774,-56.264,114.872
'[17:56:45.523 10/08/2055]',-47.668,-36.337,-5.861,15.238,0.000,-62.906,-17.192,-3.907,9.377,0.000,-6.642,6.642,0.000,-17.192,-23.834,19.927,-11.722,0.000,-23.053,-47.277,37.118,0.391,0.000,5.861,23.834,-17.582,-32.821,37.118
'[17:56:45.527 10/08/2055]',11.331,-31.648,-10.159,19.145,0.000,0.391,-17.582,-5.861,12.503,0.000,-5.079,6.642,0.000,0.781,-27.741,17.192,-7.033,0.000,-8.596,-11.722,-16.801,19.927,0.000,10.159,21.099,-15.238,-5.079,-16.801
'[17:56:45.531 10/08/2055]',27.741,-30.867,-14.847,25.006,0.000,20.317,-16.801,-7.424,10.940,0.000,-7.033,8.205,0.000,-11.722,-26.569,17.582,-0.781,0.000,-9.377,58.999,-108.620,37.509,0.000,14.847,20.708,-8.205,70.330,-108.620
'[17:56:45.535 10/08/2055]',23.053,-39.853,-14.457,35.946,0.000,13.284,-13.284,-8.205,12.894,0.000,-10.159,7.814,0.000,-18.364,-22.271,14.457,-0.781,0.000,-7.033,46.105,-98.071,32.430,0.000,14.457,24.615,2.735,60.562,-98.071
'[17:56:45.539 10/08/2055]',17.192,-42.589,-19.536,40.244,0.000,1.172,-8.205,-7.814,9.768,0.000,-5.470,10.159,0.000,-37.118,-6.252,24.615,-10.549,0.000,-38.291,-21.490,36.337,-5.861,0.000,19.536,28.132,-9.377,-6.252,36.337
'[17:56:45.543 10/08/2055]',-25.397,-40.635,-23.053,33.993,0.000,-46.496,-3.907,-8.987,3.907,0.000,1.563,12.894,0.000,-27.350,-3.516,36.337,-28.132,0.000,-13.284,-66.813,84.786,-26.960,0.000,23.053,28.913,-10.159,-35.165,84.786
'[17:56:45.547 10/08/2055]',-75.409,-44.542,-22.662,30.867,0.000,-103.541,0.000,-12.503,3.907,0.000,5.079,8.987,0.000,-20.708,1.172,30.476,-38.291,0.000,-28.132,-60.171,90.647,-28.132,0.000,22.662,30.867,-10.549,-50.794,90.647
'[17:56:45.551 10/08/2055]',-42.589,-42.979,-26.960,28.132,0.000,-72.674,-3.516,-14.066,5.861,0.000,10.159,8.596,0.000,-17.192,5.079,35.165,-34.383,0.000,-27.741,-38.681,79.707,-23.443,0.000,26.960,31.258,-21.490,-36.728,79.707
'[17:56:45.555 10/08/2055]',-5.470,-42.589,-25.397,25.006,0.000,-36.337,-3.907,-15.629,8.205,0.000,17.192,6.642,0.000,-14.457,10.159,33.211,-31.648,0.000,-12.894,-7.814,25.788,-6.642,0.000,25.397,28.132,-11.722,-10.159,25.788
'[17:56:45.559 10/08/2055]',0.000,-43.761,-26.569,24.225,0.000,-28.132,-5.861,-16.801,5.079,0.000,15.238,1.172,0.000,-14.847,12.503,28.132,-37.509,0.000,-25.788,15.629,8.596,-8.987,0.000,26.569,28.132,-21.880,13.675,8.596
'[17:56:45.563 10/08/2055]',35.165,-36.337,-20.317,20.708,0.000,11.722,-6.642,-10.549,5.079,0.000,15.629,5.861,0.000,-17.192,18.364,35.556,-31.648,0.000,-25.788,7.424,40.635,-15.629,0.000,20.317,24.615,-33.602,10.549,40.635
'[17:56:45.566 10/08/2055]',9.377,-30.085,-16.020,21.099,0.000,-8.596,-8.205,-5.861,7.033,0.000,19.145,10.549,0.000,-27.741,23.443,37.900,-31.258,0.000,-30.085,12.894,31.648,-11.722,0.000,16.020,18.364,-35.165,21.490,31.648
'[17:56:45.570 10/08/2055]',-7.033,-19.145,-11.331,12.503,0.000,-25.788,0.781,-1.563,0.781,0.000,21.490,14.066,0.000,-7.424,20.317,33.602,-36.337,0.000,-15.629,14.457,17.973,-5.861,0.000,11.331,9.377,-38.681,30.867,17.973
'[17:56:45.574 10/08/2055]',-20.708,-17.192,-4.689,21.880,0.000,-41.807,7.424,5.470,6.642,0.000,19.536,23.053,0.000,-20.317,20.317,39.853,-25.397,0.000,-31.648,24.615,19.145,1.954,0.000,4.689,6.252,-35.165,37.118,19.145
'[17:56:45.578 10/08/2055]',-25.788,-14.847,-7.814,25.397,0.000,-36.728,-1.172,7.424,6.642,0.000,23.443,26.569,0.000,0.000,19.145,46.105,-26.569,0.000,-13.675,15.629,42.589,-5.079,0.000,7.814,5.470,-35.946,24.615,42.589
'[17:56:45.582 10/08/2055]',3.126,-10.159,4.298,16.801,0.000,-1.954,-0.391,9.768,6.252,0.000,24.615,28.523,0.000,1.954,12.503,46.886,-23.053,0.000,-20.317,11.331,47.668,0.000,0.000,-4.298,3.126,-36.728,21.490,47.668
'[17:56:45.586 10/08/2055]',5.861,-4.298,7.424,17.582,0.000,3.907,-0.391,11.722,11.331,0.000,21.880,31.648,0.000,5.079,7.424,47.668,-19.927,0.000,-25.397,-0.781,62.515,5.079,0.000,-7.424,1.172,-44.542,9.768,62.515
'[17:56:45.590 10/08/2055]',11.331,-2.344,11.331,17.192,0.000,17.192,-7.814,12.503,16.020,0.000,14.847,33.602,0.000,10.159,7.424,50.403,-22.662,0.000,-22.662,-3.516,67.595,5.079,0.000,-11.331,-0.391,-48.449,0.000,67.595
'[17:56:45.594 10/08/2055]',16.801,-1.954,21.099,15.238,0.000,23.443,-4.298,14.457,18.364,0.000,10.549,36.337,0.000,0.781,12.894,45.714,-16.020,0.000,-36.728,0.000,68.376,12.503,0.000,-21.099,-3.126,-45.714,6.642,68.376
'[17:56:45.598 10/08/2055]',9.768,0.781,21.880,12.894,0.000,12.503,1.954,14.457,16.410,0.000,1.954,36.728,0.000,0.000,14.066,43.761,-17.582,0.000,-36.728,2.735,59.780,14.066,0.000,-21.880,-7.424,-41.416,11.331,59.780
'[17:56:45.602 10/08/2055]',-6.642,-1.172,16.020,9.768,0.000,-1.954,-2.735,10.940,12.112,0.000,-3.516,31.648,0.000,-26.960,21.099,40.635,-22.271,0.000,-54.701,4.689,53.529,8.596,0.000,-16.020,-6.642,-41.026,13.284,53.529
'[17:56:45.605 10/08/2055]',-23.834,-3.907,18.364,8.205,0.000,-25.788,-1.172,10.940,14.457,0.000,-8.596,29.695,0.000,-16.020,13.675,38.291,-12.112,0.000,-49.621,7.424,50.012,14.847,0.000,-18.364,-3.126,-41.026,14.457,50.012
'[17:56:45.609 10/08/2055]',-46.105,-0.391,16.020,-0.391,0.000,-50.403,-0.391,7.814,11.722,0.000,-13.675,25.788,0.000,-18.364,3.907,34.383,-11.722,0.000,-56.264,8.596,35.165,19.145,0.000,-16.020,-3.516,-47.668,16.801,35.165
'[17:56:45.613 10/08/2055]',-15.629,-3.907,17.582,1.563,0.000,-16.410,-5.079,5.861,14.847,0.000,-17.582,22.662,0.000,-0.391,-0.781,33.993,-9.768,0.000,-39.463,7.424,33.602,20.317,0.000,-17.582,-2.344,-48.449,14.066,33.602
'[17:56:45.617 10/08/2055]',11.331,-6.252,17.582,2.735,0.000,22.662,-16.801,1.563,18.755,0.000,-28.523,19.927,0.000,62.515,-13.675,32.039,0.000,0.000,9.377,5.861,35.556,28.132,0.000,-17.582,-1.172,-49.621,7.814,35.556
'[17:56:45.621 10/08/2055]',32.821,-10.549,13.675,3.516,0.000,55.873,-26.178,-3.516,13.675,0.000,-33.211,14.847,0.000,72.674,-20.317,31.648,3.516,0.000,18.364,4.689,37.118,27.350,0.000,-13.675,0.781,-50.403,9.377,37.118
'[17:56:45.625 10/08/2055]',58.217,-16.410,12.112,7.814,0.000,89.475,-32.039,-9.768,14.847,0.000,-38.291,8.205,0.000,61.734,-28.132,29.304,2.735,0.000,6.642,1.172,28.913,28.132,0.000,-12.112,1.563,-44.933,6.642,28.913
'[17:56:45.629 10/08/2055]',64.078,-19.536,0.000,3.126,0.000,97.289,-39.463,-17.192,8.205,0.000,-41.807,0.781,0.000,28.523,-34.383,26.178,-0.781,0.000,-21.880,-5.470,21.880,25.006,0.000,0.000,3.516,-49.621,1.954,21.880
'[17:56:45.633 10/08/2055]',22.271,-21.490,-3.126,-0.781,0.000,48.059,-37.118,-19.927,5.079,0.000,-39.463,-1.563,0.000,-18.364,-33.993,24.225,-2.735,0.000,-61.343,-10.159,15.629,24.225,0.000,3.126,8.987,-52.747,-3.126,15.629
'[17:56:45.637 10/08/2055]',-23.443,-20.708,-5.079,-7.033,0.000,-16.020,-24.615,-19.927,3.516,0.000,-29.695,-3.126,0.000,-49.231,-31.648,21.490,-7.814,0.000,-85.568,-15.629,7.033,26.178,0.000,5.079,8.205,-57.436,-5.079,7.033
'[17:56:45.641 10/08/2055]',-39.072,-23.053,-11.331,-11.722,0.000,-46.496,-16.020,-20.317,-3.126,0.000,-29.304,-7.033,0.000,-53.138,-27.741,19.145,-17.582,0.000,-82.833,-21.490,4.298,19.536,0.000,11.331,10.159,-51.184,-13.675,4.298
'[17:56:45.645 10/08/2055]',-43.370,-24.225,-10.159,-4.689,0.000,-69.548,0.000,-18.755,3.516,0.000,-23.443,-7.424,0.000,-23.834,-22.662,16.801,-10.159,0.000,-49.621,-23.053,4.298,27.350,0.000,10.159,13.675,-46.496,-16.801,4.298
'[17:56:45.648 10/08/2055]',-46.886,-33.602,-12.894,4.689,0.000,-83.614,4.689,-18.364,7.424,0.000,-18.755,-11.331,0.000,-5.079,-26.960,12.503,-8.987,0.000,-35.556,-25.788,3.126,28.913,0.000,12.894,19.536,-42.198,-16.020,3.126
'[17:56:45.652 10/08/2055]',21.099,-30.476,-16.801,5.079,0.000,-2.344,-5.470,-18.755,5.470,0.000,-18.364,-15.629,0.000,7.424,-30.476,8.987,-17.582,0.000,-27.741,-29.695,5.470,21.099,0.000,16.801,18.755,-47.277,-12.112,5.470
'[17:56:45.656 10/08/2055]',48.059,-29.304,-14.457,17.582,0.000,34.774,-12.894,-18.364,17.192,0.000,-17.973,-17.582,0.000,8.596,-29.304,7.033,-7.033,0.000,-28.132,-30.867,6.252,32.821,0.000,14.457,17.973,-41.807,-15.238,6.252
'[17:56:45.660 10/08/2055]',-1.563,-33.602,-17.973,17.192,0.000,-8.596,-24.615,-18.755,14.457,0.000,-10.940,-18.755,0.000,-7.814,-28.913,5.470,-15.238,0.000,-46.886,-27.741,2.344,25.788,0.000,17.973,19.927,-46.886,-8.987,2.344
'[17:56:45.664 10/08/2055]',4.689,-34.774,-16.801,10.549,0.000,1.172,-27.741,-18.755,8.596,0.000,-8.205,-17.582,0.000,-21.099,-23.443,8.987,-22.662,0.000,-50.794,-32.821,3.907,20.708,0.000,16.801,20.708,-45.714,-12.503,3.907
'[17:56:45.668 10/08/2055]',7.814,-37.509,-14.847,17.192,0.000,5.470,-27.350,-16.410,10.940,0.000,-8.987,-12.503,0.000,-19.927,-18.755,13.675,-14.066,0.000,-44.933,-43.370,14.457,33.211,0.000,14.847,23.834,-40.635,-26.569,14.457
'[17:56:45.672 10/08/2055]',-11.331,-40.244,-16.020,16.020,0.000,-21.099,-24.225,-13.284,7.814,0.000,-7.814,-7.033,0.000,-2.735,-21.880,17.582,-17.582,0.000,-30.476,-42.589,17.973,29.695,0.000,16.020,26.960,-42.589,-29.304,17.973
'[17:56:45.676 10/08/2055]',11.331,-37.509,0.000,17.582,0.000,-2.735,-16.410,-3.126,14.066,0.000,-5.470,3.126,0.000,19.536,-21.490,25.397,-7.814,0.000,-16.410,-22.271,16.801,36.337,0.000,0.000,24.225,-51.575,-5.470,16.801
'[17:56:45.680 10/08/2055]',12.894,-28.913,-3.516,19.145,0.000,-3.516,-10.159,2.735,10.159,0.000,-1.954,9.768,0.000,25.006,-14.847,28.913,-11.331,0.000,-11.331,-14.457,13.675,39.463,0.000,3.516,17.973,-54.310,-0.391,13.675
'[17:56:45.684 10/08/2055]',-25.006,-24.225,-8.596,23.053,0.000,-56.654,0.781,7.424,12.112,0.000,5.470,13.675,0.000,14.066,-4.298,29.304,-9.768,0.000,-11.722,-5.861,16.410,30.476,0.000,8.596,10.159,-50.403,6.252,16.410
'[17:56:45.688 10/08/2055]',-4.298,-21.880,-7.033,10.549,0.000,-35.556,-0.781,9.768,2.735,0.000,13.284,13.675,0.000,-30.867,3.516,31.648,-24.225,0.000,-38.681,11.331,-8.987,15.629,0.000,7.033,11.331,-51.184,35.556,-8.987
'[17:56:45.691 10/08/2055]',4.689,-26.569,-8.596,12.112,0.000,-19.536,-8.596,10.159,-0.781,0.000,12.503,14.847,0.000,-35.165,15.238,31.258,-24.615,0.000,-22.662,-41.416,36.728,14.066,0.000,8.596,17.192,-37.900,-21.490,36.728
'[17:56:45.695 10/08/2055]',26.178,-28.913,-1.172,10.159,0.000,6.642,-14.847,12.503,1.172,0.000,9.768,13.675,0.000,-13.675,3.516,28.913,-19.927,0.000,-7.814,-52.747,38.291,19.927,0.000,1.172,21.099,-31.648,-33.602,38.291
'[17:56:45.699 10/08/2055]',57.045,-24.615,9.768,6.252,0.000,49.231,-19.536,16.801,1.954,0.000,9.377,13.675,0.000,26.178,-3.907,32.430,-16.801,0.000,1.954,-37.900,51.966,20.708,0.000,-9.768,19.536,-50.403,-21.880,51.966
'[17:56:45.703 10/08/2055]',65.641,-22.271,17.192,5.861,0.000,62.515,-16.801,21.490,0.000,0.000,14.066,15.629,0.000,80.488,0.781,33.993,-15.238,0.000,24.225,-15.238,63.687,27.350,0.000,-17.192,18.364,-76.581,-8.596,63.687
'[17:56:45.707 10/08/2055]',81.270,-19.145,18.364,6.642,0.000,70.720,-3.907,24.225,-2.735,0.000,14.457,14.066,0.000,92.991,-0.781,33.993,-16.020,0.000,18.364,6.642,56.654,27.350,0.000,-18.364,14.847,-82.051,2.735,56.654
'[17:56:45.711 10/08/2055]',78.535,-21.099,25.006,0.000,0.000,57.436,2.735,27.741,-6.252,0.000,19.145,12.894,0.000,65.250,5.861,38.681,-17.973,0.000,-8.987,22.662,58.217,19.927,0.000,-25.006,16.020,-98.852,20.317,58.217
'[17:56:45.715 10/08/2055]',64.469,-30.085,27.350,-2.344,0.000,32.821,7.814,26.960,-8.987,0.000,25.397,11.331,0.000,48.059,10.159,41.026,-19.145,0.000,-20.708,23.834,59.780,16.410,0.000,-27.350,26.569,-109.402,19.536,59.780
'[17:56:45.719 10/08/2055]',48.059,-41.026,25.788,-0.391,0.000,1.172,12.503,25.397,-7.814,0.000,25.788,10.159,0.000,57.045,4.689,41.807,-10.549,0.000,-10.940,19.145,67.204,16.801,0.000,-25.788,36.728,-117.216,11.722,67.204
'[17:56:45.723 10/08/2055]',67.985,-42.198,28.132,-3.907,0.000,19.536,8.987,27.741,-8.596,0.000,25.006,10.940,0.000,62.125,0.000,46.886,-7.033,0.000,-12.503,28.913,69.158,15.629,0.000,-28.132,41.416,-129.719,15.238,69.158
'[17:56:45.727 10/08/2055]',99.634,-44.542,22.662,-5.861,0.000,46.105,10.159,24.615,-10.549,0.000,26.960,13.284,0.000,76.581,0.391,50.012,-3.907,0.000,-7.814,45.324,69.548,14.847,0.000,-22.662,50.794,-157.851,26.178,69.548
'[17:56:45.730 10/08/2055]',144.957,-42.979,15.238,-2.735,0.000,91.429,10.159,23.053,-11.722,0.000,28.523,16.801,0.000,85.177,5.079,52.357,-3.126,0.000,-1.954,56.264,72.674,12.112,0.000,-15.238,54.310,-170.745,32.039,72.674
'[17:56:45.734 10/08/2055]',169.182,-44.542,19.536,-14.847,0.000,104.713,16.801,23.053,-17.192,0.000,28.132,19.927,0.000,68.767,16.410,55.873,-6.252,0.000,-9.768,66.813,70.720,7.424,0.000,-19.536,56.654,-175.043,34.383,70.720
'[17:56:45.738 10/08/2055]',168.010,-46.496,19.927,-18.755,0.000,87.912,25.006,20.708,-13.284,0.000,32.821,24.615,0.000,62.906,23.834,57.436,-6.252,0.000,-15.629,76.972,71.893,5.470,0.000,-19.927,63.297,-191.453,40.635,71.893
'[17:56:45.742 10/08/2055]',169.573,-44.151,13.675,-23.053,0.000,77.363,30.085,19.927,-12.894,0.000,32.430,29.304,0.000,72.283,32.821,61.343,-10.549,0.000,-10.940,92.210,79.316,-3.907,0.000,-13.675,62.125,-199.267,47.277,79.316
'[17:56:45.746 10/08/2055]',156.288,-49.231,18.364,-25.788,0.000,55.873,27.741,21.880,-7.814,0.000,30.476,34.774,0.000,83.614,42.589,65.641,-15.238,0.000,-3.907,107.448,81.661,-7.033,0.000,-18.364,65.641,-207.863,51.966,81.661
